interaction_id,customer_id,customer_name,touchpoint,mode,interaction_type,product_id,product_name,category,personalized,recommendation_accepted,engagement_seconds,interaction_date,region
INT-000203,CUST-0173,Steven Orr,Web,Online,Wishlist Add,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,120,2024-06-29,North America
INT-000204,CUST-0509,Alison Snyder,Social Media,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,121,2024-04-06,North America
INT-000205,CUST-0227,Jeffery Hatfield,Email,Online,Store Visit,,,,True,False,137,2024-07-12,North America
INT-000206,CUST-0048,Russell Williams,Web,Online,Search,PROD-STA-005,Whiteboard Marker,Stationery,False,False,117,2024-10-22,Europe
INT-000207,CUST-0200,Laura Parsons,Web,Online,Browse,,,,True,True,129,2024-03-05,North America
INT-000208,CUST-0012,David Young,Web,Online,Browse,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,107,2024-01-24,Europe
INT-000209,CUST-0271,Mrs. Angela Moore,Mobile App,Online,Search,,,,True,True,137,2024-10-20,North America
INT-000210,CUST-0084,Tracy Nelson,Web,Online,Browse,PROD-FUR-001,Monitor Arm,Furniture,False,False,120,2024-12-03,Europe
INT-000211,CUST-0286,Shannon Barnes,Mobile App,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,True,False,125,2024-09-17,North America
INT-000212,CUST-0027,Matthew Mccann,Call Center,Offline,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,111,2024-11-12,Europe
INT-000213,CUST-0134,Gail Horton,Mobile App,Online,Search,,,,False,False,145,2024-11-15,North America
INT-000214,CUST-0457,Jose Fernandez,Social Media,Online,Support Chat,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,124,2024-01-29,Asia Pacific
INT-000215,CUST-0397,Julie Fritz,Mobile App,Online,Add To Cart,PROD-FUR-001,Monitor Arm,Furniture,False,False,133,2024-09-21,North America
INT-000216,CUST-0305,Erika Patterson,Web,Online,Store Visit,PROD-FUR-007,Side Table,Furniture,True,False,143,2024-03-04,Europe
INT-000217,CUST-0119,Joseph Fox,Web,Online,Support Chat,PROD-FUR-004,Filing Cabinet,Furniture,False,False,140,2024-02-04,North America
INT-000218,CUST-0415,Rodney Lambert,Social Media,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,True,False,129,2024-05-04,North America
INT-000219,CUST-0190,Walter Chavez,Web,Online,Recommendation Click,PROD-FUR-004,Filing Cabinet,Furniture,False,False,125,2024-05-09,Europe
INT-000220,CUST-0531,Kevin Small,Mobile App,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,118,2024-01-18,North America
INT-000221,CUST-0411,Adam Jones,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,False,False,104,2024-06-14,North America
INT-000222,CUST-0148,Brian Landry,Mobile App,Online,Search,PROD-FUR-004,Filing Cabinet,Furniture,False,False,115,2024-07-13,Asia Pacific
INT-000223,CUST-0194,Michael Barry,Web,Online,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,False,False,113,2024-07-02,Asia Pacific
INT-000224,CUST-0379,Frederick Jones,Social Media,Online,Store Visit,PROD-FUR-007,Side Table,Furniture,True,False,118,2024-07-19,North America
INT-000225,CUST-0174,Mckenzie Miller,Web,Online,Search,PROD-STA-003,Sticky Notes,Stationery,True,False,112,2024-01-17,Asia Pacific
INT-000226,CUST-0054,Jessica Ramsey,Mobile App,Online,Store Visit,,,,True,False,134,2024-02-17,Europe
INT-000227,CUST-0167,Julia Armstrong,Email,Online,Search,,,,True,False,109,2024-06-18,Europe
INT-000228,CUST-0108,Danielle Johnson,Store,Offline,Browse,PROD-ELE-007,HDMI Cable,Electronics,False,False,115,2024-09-19,North America
INT-000229,CUST-0257,Anthony Atkins,Mobile App,Online,Browse,PROD-STA-000,Notebook A5,Stationery,False,False,105,2024-09-05,Asia Pacific
INT-000230,CUST-0448,Bobby Blackwell,Web,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,108,2024-09-16,Asia Pacific
INT-000231,CUST-0208,Tiffany Pearson,Mobile App,Online,Browse,,,,True,True,104,2024-01-06,Europe
INT-000232,CUST-0163,Robert Martin,Web,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,114,2024-08-09,North America
INT-000233,CUST-0015,Shawn Knight,Web,Online,Recommendation Click,,,,False,False,121,2024-01-13,Asia Pacific
INT-000234,CUST-0464,Melissa Williams DDS,Call Center,Offline,Recommendation Click,PROD-ELE-002,USB-C Hub,Electronics,False,False,114,2024-10-07,Asia Pacific
INT-000235,CUST-0021,Nathan Tucker,Web,Online,Store Visit,PROD-ELE-002,USB-C Hub,Electronics,True,False,130,2024-07-09,Europe
INT-000236,CUST-0514,Amanda White,Web,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,False,118,2024-06-13,North America
INT-000237,CUST-0454,Jerome Wilson,Web,Online,Support Chat,PROD-ELE-007,HDMI Cable,Electronics,True,True,120,2024-10-07,North America
INT-000238,CUST-0211,Mary Day,Mobile App,Online,Search,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,106,2024-12-20,Asia Pacific
INT-000239,CUST-0189,Nicole Garrett,Web,Online,Recommendation Click,,,,True,False,127,2024-04-06,Europe
INT-000240,CUST-0305,Erika Patterson,Mobile App,Online,Recommendation Click,PROD-STA-004,Document Folder,Stationery,False,False,105,2024-04-05,North America
INT-000241,CUST-0536,Kara Lyons,Web,Online,Search,,,,True,True,119,2024-04-04,Europe
INT-000242,CUST-0289,James Weaver,Social Media,Online,Browse,,,,False,False,114,2024-09-06,North America
INT-000243,CUST-0271,Mrs. Angela Moore,Mobile App,Online,Browse,PROD-STA-003,Sticky Notes,Stationery,True,True,125,2024-09-15,Asia Pacific
INT-000244,CUST-0533,Cheryl Nelson,Store,Offline,Browse,,,,True,False,116,2024-09-30,Asia Pacific
INT-000245,CUST-0326,Robert Brown,Web,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,True,True,124,2024-03-30,North America
INT-000246,CUST-0207,Shannon Flores,Mobile App,Online,Recommendation Click,PROD-ELE-006,Laptop Stand,Electronics,False,False,138,2024-12-19,North America
INT-000247,CUST-0323,Rachel Smith,Web,Online,Search,PROD-FUR-007,Side Table,Furniture,True,False,105,2024-01-11,Europe
INT-000248,CUST-0304,Rebecca Gilbert,Store,Offline,Support Chat,PROD-STA-002,Highlighter Set,Stationery,False,False,134,2024-10-03,Europe
INT-000249,CUST-0450,Jacob Barber,Mobile App,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,True,False,127,2024-09-10,Asia Pacific
INT-000250,CUST-0056,Mario Thompson,Email,Online,Recommendation Click,PROD-ELE-004,Webcam 1080p,Electronics,False,False,123,2024-12-21,North America
INT-000251,CUST-0370,Frank Young,Web,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,144,2024-03-18,Europe
INT-000252,CUST-0282,Nicole Douglas,Mobile App,Online,Search,PROD-STA-005,Whiteboard Marker,Stationery,False,False,101,2024-06-06,North America
INT-000253,CUST-0164,Edward Cline,Web,Online,Search,,,,False,False,139,2024-03-04,North America
INT-000254,CUST-0175,Jeremiah Callahan,Web,Online,Search,,,,True,True,122,2024-04-06,North America
INT-000255,CUST-0184,Jessica Smith,Mobile App,Online,Search,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,134,2024-07-22,Asia Pacific
INT-000256,CUST-0340,Tara Harris,Web,Online,Browse,,,,True,False,132,2024-04-20,North America
INT-000257,CUST-0014,Michael Klein,Web,Online,Support Chat,PROD-FUR-002,Ergonomic Chair,Furniture,False,False,120,2024-06-05,North America
INT-000258,CUST-0567,Shawn Clark,Social Media,Online,Browse,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,125,2024-10-06,Asia Pacific
INT-000259,CUST-0157,Deborah Rodriguez,Mobile App,Online,Search,PROD-STA-002,Highlighter Set,Stationery,True,True,116,2024-04-29,Europe
INT-000260,CUST-0271,Mrs. Angela Moore,Email,Online,Add To Cart,,,,True,True,100,2024-09-10,North America
INT-000261,CUST-0183,Ryan Lopez,Call Center,Offline,Search,,,,True,True,105,2024-08-05,North America
INT-000262,CUST-0280,Erik Duncan,Mobile App,Online,Recommendation Click,,,,True,False,113,2024-11-22,Europe
INT-000263,CUST-0299,Jeffrey Harrison,Social Media,Online,Wishlist Add,PROD-STA-002,Highlighter Set,Stationery,False,False,104,2024-12-23,Asia Pacific
INT-000264,CUST-0316,Jessica Wilson,Web,Online,Store Visit,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,127,2024-10-07,North America
INT-000265,CUST-0035,Emily Moody,Store,Offline,Wishlist Add,,,,False,False,114,2024-10-30,Europe
INT-000266,CUST-0247,Pamela Campbell,Social Media,Online,Add To Cart,,,,False,False,107,2024-06-08,Europe
INT-000267,CUST-0034,Julia Olson,Mobile App,Online,Search,PROD-ELE-001,Mechanical Keyboard,Electronics,False,False,123,2024-08-15,Europe
INT-000268,CUST-0432,Patricia Barnett,Store,Offline,Recommendation Click,PROD-ELE-000,Wireless Mouse,Electronics,True,True,121,2024-08-09,Europe
INT-000269,CUST-0109,Patricia Woods,Store,Offline,Browse,,,,False,False,123,2024-03-22,Europe
INT-000270,CUST-0021,Nathan Tucker,Web,Online,Search,PROD-FUR-001,Monitor Arm,Furniture,True,True,106,2024-02-28,Asia Pacific
INT-000271,CUST-0224,Anthony Johnson,Social Media,Online,Add To Cart,PROD-ELE-005,Portable SSD,Electronics,False,False,116,2024-05-03,North America
INT-000272,CUST-0540,Michael Hill,Email,Online,Browse,PROD-FUR-007,Side Table,Furniture,True,False,135,2024-12-28,Europe
INT-000273,CUST-0331,Matthew Johnston,Web,Online,Recommendation Click,PROD-STA-007,Paper Clips Box,Stationery,False,False,132,2024-09-06,North America
INT-000274,CUST-0033,Vicki Howard,Web,Online,Store Visit,PROD-STA-004,Document Folder,Stationery,False,False,117,2024-04-03,Asia Pacific
INT-000275,CUST-0058,Patricia Francis,Web,Online,Recommendation Click,PROD-FUR-005,Desk Lamp,Furniture,True,True,122,2024-07-19,North America
INT-000276,CUST-0577,Vanessa Gonzalez,Store,Offline,Support Chat,,,,False,False,124,2024-11-30,North America
INT-000277,CUST-0021,Nathan Tucker,Store,Offline,Wishlist Add,PROD-FUR-006,Office Desk,Furniture,False,False,116,2024-10-22,North America
INT-000278,CUST-0305,Erika Patterson,Mobile App,Online,Search,PROD-ELE-003,Bluetooth Headphones,Electronics,True,False,108,2024-07-12,North America
INT-000279,CUST-0065,John Walker,Web,Online,Add To Cart,,,,True,False,119,2024-08-23,North America
INT-000280,CUST-0148,Brian Landry,Store,Offline,Wishlist Add,PROD-STA-004,Document Folder,Stationery,True,True,103,2024-01-30,Europe
INT-000281,CUST-0597,Thomas Sheppard,Web,Online,Add To Cart,,,,False,False,124,2024-10-20,Europe
INT-000282,CUST-0515,Latoya Herring,Web,Online,Support Chat,,,,True,True,115,2024-03-14,North America
INT-000283,CUST-0270,Rachel Weiss,Mobile App,Online,Recommendation Click,PROD-FUR-004,Filing Cabinet,Furniture,True,False,102,2024-02-15,Asia Pacific
INT-000284,CUST-0501,Janice Burns,Social Media,Online,Store Visit,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,87,2024-06-18,North America
INT-000285,CUST-0368,Zachary Fisher,Web,Online,Wishlist Add,,,,False,False,120,2024-02-01,North America
INT-000286,CUST-0162,Dylan Cobb,Mobile App,Online,Browse,,,,False,False,111,2024-11-25,Asia Pacific
INT-000287,CUST-0342,Jacqueline Church,Mobile App,Online,Add To Cart,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,136,2024-03-29,North America
INT-000288,CUST-0369,Mark Jacobson,Mobile App,Online,Search,,,,True,False,129,2024-03-17,North America
INT-000289,CUST-0203,Andrew Arnold,Email,Online,Browse,,,,False,False,117,2024-09-23,Asia Pacific
INT-000290,CUST-0125,Dawn Rowland,Store,Offline,Search,PROD-STA-001,Ballpoint Pen Pack,Stationery,True,True,132,2024-11-29,Asia Pacific
INT-000291,CUST-0236,Elizabeth Campbell,Web,Online,Search,,,,True,False,119,2024-07-26,Asia Pacific
INT-000292,CUST-0268,Bruce Graves,Mobile App,Online,Search,PROD-ELE-002,USB-C Hub,Electronics,False,False,128,2024-06-21,Europe
INT-000293,CUST-0051,Paula Rodriguez,Email,Online,Support Chat,PROD-STA-005,Whiteboard Marker,Stationery,False,False,111,2024-03-03,North America
INT-000294,CUST-0153,Danielle Richmond,Mobile App,Online,Store Visit,,,,False,False,135,2024-10-20,North America
INT-000295,CUST-0491,Mr. Trevor Berry,Web,Online,Search,PROD-FUR-000,Standing Desk Mat,Furniture,True,False,127,2024-07-13,Asia Pacific
INT-000296,CUST-0335,Rachel Patrick,Email,Online,Browse,,,,True,True,106,2024-08-23,North America
INT-000297,CUST-0242,Mr. Robert Thomas,Web,Online,Add To Cart,PROD-ELE-000,Wireless Mouse,Electronics,False,False,131,2024-09-01,Asia Pacific
INT-000298,CUST-0246,Shane Lopez,Web,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,122,2024-05-24,Europe
INT-000299,CUST-0034,Julia Olson,Web,Online,Search,,,,False,False,103,2024-07-12,North America
INT-000300,CUST-0284,Amanda Watts,Web,Online,Recommendation Click,PROD-FUR-002,Ergonomic Chair,Furniture,True,False,127,2024-02-09,North America
INT-000301,CUST-0048,Russell Williams,Email,Online,Recommendation Click,PROD-STA-004,Document Folder,Stationery,False,False,125,2024-09-03,Asia Pacific
INT-000302,CUST-0354,Mackenzie Gonzalez,Web,Online,Search,PROD-FUR-006,Office Desk,Furniture,False,False,108,2024-03-21,North America
INT-000303,CUST-0532,Erika Bernard,Web,Online,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,True,True,105,2024-07-07,North America
INT-000304,CUST-0457,Jose Fernandez,Store,Offline,Search,PROD-FUR-000,Standing Desk Mat,Furniture,False,False,141,2024-07-16,North America
INT-000305,CUST-0501,Janice Burns,Web,Online,Recommendation Click,,,,False,False,124,2024-07-14,Asia Pacific
INT-000306,CUST-0407,Matthew Allen,Call Center,Offline,Store Visit,PROD-STA-002,Highlighter Set,Stationery,True,True,114,2024-08-06,North America
INT-000307,CUST-0120,Brian Peck,Web,Online,Browse,PROD-FUR-004,Filing Cabinet,Furniture,True,True,122,2024-10-07,North America
INT-000308,CUST-0358,Jonathan Wilson,Mobile App,Online,Support Chat,PROD-STA-006,Stapler,Stationery,False,False,119,2024-01-20,North America
INT-000309,CUST-0516,Nicole Banks,Email,Online,Recommendation Click,PROD-STA-002,Highlighter Set,Stationery,False,False,126,2024-12-14,North America
INT-000310,CUST-0389,Ms. Chelsey Miller DDS,Web,Online,Search,,,,True,False,111,2024-05-15,North America
INT-000311,CUST-0352,Gina Griffin,Web,Online,Browse,PROD-STA-006,Stapler,Stationery,True,False,114,2024-05-19,Europe
INT-000312,CUST-0119,Joseph Fox,Social Media,Online,Wishlist Add,PROD-FUR-001,Monitor Arm,Furniture,True,False,114,2024-05-31,North America
INT-000313,CUST-0248,Jason Gilbert,Web,Online,Search,,,,True,False,119,2024-06-07,Europe
INT-000314,CUST-0149,Jamie Sutton,Web,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,True,True,103,2024-07-12,North America
INT-000315,CUST-0245,Jacob Walker,Web,Online,Add To Cart,,,,True,True,124,2024-01-09,North America
INT-000316,CUST-0242,Mr. Robert Thomas,Social Media,Online,Browse,PROD-ELE-004,Webcam 1080p,Electronics,True,False,140,2024-06-05,Asia Pacific
INT-000317,CUST-0598,Jennifer Garcia,Mobile App,Online,Wishlist Add,PROD-STA-001,Ballpoint Pen Pack,Stationery,False,False,127,2024-12-03,Asia Pacific
INT-000318,CUST-0198,Stephanie Smith,Mobile App,Online,Wishlist Add,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,107,2024-08-08,North America
INT-000319,CUST-0035,Emily Moody,Mobile App,Online,Wishlist Add,PROD-STA-000,Notebook A5,Stationery,False,False,110,2024-09-12,Europe
INT-000320,CUST-0442,Molly Hurley,Email,Online,Wishlist Add,PROD-ELE-007,HDMI Cable,Electronics,True,True,131,2024-08-31,North America
INT-000321,CUST-0170,Francisco Crawford,Mobile App,Online,Search,,,,False,False,107,2024-03-09,Europe
INT-000322,CUST-0088,Alex Coleman,Email,Online,Add To Cart,PROD-STA-004,Document Folder,Stationery,True,False,103,2024-01-05,North America
INT-000323,CUST-0502,Eric Wood,Web,Online,Add To Cart,PROD-ELE-006,Laptop Stand,Electronics,True,False,125,2024-04-05,North America
INT-000324,CUST-0558,Christopher Bruce,Mobile App,Online,Recommendation Click,,,,False,False,135,2024-10-30,Europe
INT-000325,CUST-0166,Tammy Anderson,Web,Online,Add To Cart,PROD-STA-003,Sticky Notes,Stationery,False,False,107,2024-01-23,North America
INT-000326,CUST-0548,Maria Allen,Call Center,Offline,Recommendation Click,PROD-STA-005,Whiteboard Marker,Stationery,False,False,125,2024-11-08,North America
INT-000327,CUST-0587,Matthew Dougherty,Web,Online,Recommendation Click,PROD-ELE-006,Laptop Stand,Electronics,True,False,123,2024-09-29,Europe
INT-000328,CUST-0190,Walter Chavez,Web,Online,Recommendation Click,,,,False,False,113,2024-11-21,North America
INT-000329,CUST-0261,Christine Mcmillan,Social Media,Online,Browse,PROD-ELE-005,Portable SSD,Electronics,False,False,119,2024-03-05,North America
INT-000330,CUST-0188,Steven Sims Jr.,Web,Online,Browse,PROD-STA-007,Paper Clips Box,Stationery,False,False,99,2024-05-18,Asia Pacific
INT-000331,CUST-0430,Scott Matthews,Web,Online,Store Visit,PROD-STA-006,Stapler,Stationery,True,False,116,2024-09-03,Europe
INT-000332,CUST-0458,Heather Davis,Mobile App,Online,Recommendation Click,PROD-ELE-007,HDMI Cable,Electronics,False,False,111,2024-08-23,Asia Pacific
INT-000333,CUST-0364,Matthew Taylor,Web,Online,Wishlist Add,PROD-STA-006,Stapler,Stationery,False,False,107,2024-07-03,Europe
INT-000334,CUST-0161,Laura Park,Mobile App,Online,Search,,,,True,False,117,2024-02-22,North America
INT-000335,CUST-0438,Natalie Whitaker,Mobile App,Online,Browse,,,,False,False,115,2024-02-02,Asia Pacific
INT-000336,CUST-0365,Tracy Roy,Web,Online,Browse,PROD-ELE-007,HDMI Cable,Electronics,False,False,114,2024-10-12,North America
INT-000337,CUST-0234,Andrea Sanchez,Mobile App,Online,Add To Cart,,,,False,False,150,2024-11-16,Asia Pacific
INT-000338,CUST-0371,Sharon Gutierrez,Web,Online,Browse,PROD-ELE-006,Laptop Stand,Electronics,False,False,129,2024-01-22,North America
INT-000339,CUST-0405,Dana Rice,Web,Online,Wishlist Add,,,,True,True,127,2024-01-02,North America
INT-000340,CUST-0270,Rachel Weiss,Store,Offline,Browse,PROD-FUR-007,Side Table,Furniture,True,False,114,2024-04-09,Europe
INT-000341,CUST-0151,Amy Valdez,Web,Online,Browse,PROD-ELE-003,Bluetooth Headphones,Electronics,False,False,118,2024-07-16,Europe
INT-000342,CUST-0058,Patricia Francis,Web,Online,Recommendation Click,,,,True,False,116,2024-08-05,Europe
INT-000343,CUST-0103,Tina Fields,Social Media,Online,Browse,PROD-ELE-000,Wireless Mouse,Electronics,False,False,134,2024-09-26,Asia Pacific
INT-000344,CUST-0484,Kim Ramirez,Web,Online,Add To Cart,PROD-ELE-002,USB-C Hub,Electronics,True,True,150,2024-01-21,North America
INT-000345,CUST-0428,Eric Garcia,Store,Offline,Wishlist Add,PROD-STA-004,Document Folder,Stationery,False,False,126,2024-01-29,North America
INT-000346,CUST-0022,Stephanie Wu,Email,Online,Search,,,,True,False,108,2024-07-04,North America
INT-000347,CUST-0086,Monica Allen,Web,Online,Recommendation Click,PROD-ELE-003,Bluetooth Headphones,Electronics,True,True,122,2024-03-20,Asia Pacific
INT-000348,CUST-0388,Christopher Torres,Mobile App,Online,Add To Cart,PROD-STA-005,Whiteboard Marker,Stationery,False,False,139,2024-12-07,North America
INT-000349,CUST-0051,Paula Rodriguez,Store,Offline,Support Chat,PROD-ELE-000,Wireless Mouse,Electronics,True,True,115,2024-12-21,North America
INT-000350,CUST-0474,Katie Lee,Mobile App,Online,Browse,PROD-STA-006,Stapler,Stationery,True,False,112,2024-01-05,Europe
INT-000351,CUST-0472,John Stevenson,Call Center,Offline,Wishlist Add,PROD-FUR-003,Bookshelf,Furniture,True,False,119,2024-03-28,North America
